,0,1,2,3,4,5,6,7
0,Month,Weekday,Hour,Days from solstice,Temperature,Precipitation,Solar irradiance,WH supplied
128,10.0,True,7.0,76.0,16.7,0.0,0.0,0.0
129,10.0,True,8.0,76.0,16.4,0.0,0.0,0.0
130,10.0,True,9.0,76.0,16.1,0.0,0.0,0.0
131,10.0,True,10.0,76.0,16.0,0.0,0.0,0.0
132,10.0,True,11.0,76.0,16.4,0.0,0.0,0.0
133,10.0,True,12.0,76.0,16.2,0.0,0.0,0.0
134,10.0,True,13.0,76.0,15.9,0.0,0.0,0.0
135,10.0,True,14.0,76.0,15.2,0.0,0.0,0.0
136,10.0,True,15.0,76.0,16.5,0.0,16.0,0.0
137,10.0,True,16.0,76.0,18.4,0.0,98.0,0.0
138,10.0,True,17.0,76.0,20.5,0.0,304.0,0.0
139,10.0,True,18.0,76.0,21.9,0.0,311.0,0.0
140,10.0,True,19.0,76.0,22.5,0.0,403.0,0.0
141,10.0,True,20.0,76.0,23.1,0.0,415.0,0.0
142,10.0,True,21.0,76.0,23.6,0.0,465.0,0.0
143,10.0,True,22.0,76.0,23.7,0.0,394.0,1018.9999999999999
144,10.0,True,23.0,76.0,22.8,0.0,253.0,609.0
145,10.0,True,0.0,75.0,21.2,0.0,114.0,37.45226613957006
146,10.0,True,1.0,75.0,20.0,0.0,65.0,3341.5779269449404
147,10.0,True,2.0,75.0,18.5,0.0,4.0,290.5779269449401
148,10.0,True,3.0,75.0,17.7,0.1,0.0,290.5779269449401
149,10.0,True,4.0,75.0,17.4,0.0,0.0,290.5779269449401
150,10.0,True,5.0,75.0,17.3,0.1,0.0,290.5779269449401
151,10.0,True,6.0,75.0,17.0,0.2,0.0,290.5779269449401
152,10.0,True,7.0,75.0,16.7,0.2,0.0,290.5779269449401
153,10.0,True,8.0,75.0,16.4,0.2,0.0,290.5779269449401
154,10.0,True,9.0,75.0,16.3,0.1,0.0,290.5779269449401
155,10.0,True,10.0,75.0,16.1,0.1,0.0,290.5779269449401
156,10.0,True,11.0,75.0,15.6,0.2,0.0,290.5779269449401
157,10.0,True,12.0,75.0,14.8,0.4,0.0,290.5779269449401
158,10.0,True,13.0,75.0,14.7,0.0,0.0,290.5779269449401
159,10.0,True,14.0,75.0,14.8,0.0,0.0,290.5779269449401
160,10.0,True,15.0,75.0,15.7,0.0,54.0,6508.505377239695
161,10.0,True,16.0,75.0,18.3,0.0,172.0,35327.294157518576
162,10.0,True,17.0,75.0,20.6,0.0,401.0,58059.18903700998
163,10.0,True,18.0,75.0,22.3,0.0,555.0,56830.95124242027
164,10.0,True,19.0,75.0,21.5,0.6,541.0,60660.37987142329
165,10.0,True,20.0,75.0,22.6,0.3,439.0,47808.66463213616
166,10.0,True,21.0,75.0,22.6,0.6,507.0,29204.6702518726
167,10.0,True,22.0,75.0,21.9,0.5,467.0,23987.209686960003
168,10.0,True,23.0,75.0,21.9,0.2,323.0,25538.844419611403
169,10.0,True,0.0,74.0,21.1,0.1,259.0,8192.998093257385
170,10.0,True,1.0,74.0,19.9,0.0,93.0,4631.006148601073
171,10.0,True,2.0,74.0,18.7,0.0,4.0,10523.584260579688
172,10.0,True,3.0,74.0,18.0,0.0,0.0,7511.041774209972
173,10.0,True,4.0,74.0,17.6,0.0,0.0,8854.612862329555
174,10.0,True,5.0,74.0,16.7,0.0,0.0,5398.317257503856
175,10.0,True,6.0,74.0,16.1,0.0,0.0,3531.1325929671148
176,10.0,True,7.0,74.0,15.9,0.2,0.0,3531.1325929671148
177,10.0,True,8.0,74.0,15.4,0.0,0.0,3531.1325929671148
178,10.0,True,9.0,74.0,14.7,0.0,0.0,3531.1325929671148
179,10.0,True,10.0,74.0,14.3,0.0,0.0,3531.1325929671148
180,10.0,True,11.0,74.0,14.1,0.0,0.0,3531.1325929671148
181,10.0,True,12.0,74.0,14.0,0.0,0.0,3531.1325929671148
182,10.0,True,13.0,74.0,13.6,0.0,0.0,3118.9300312054515
183,10.0,True,14.0,74.0,13.9,0.0,0.0,7026.787577261587
184,10.0,True,15.0,74.0,15.6,0.0,37.0,16576.224262019925
185,10.0,True,16.0,74.0,18.1,0.0,136.0,27166.42126275562
186,10.0,True,17.0,74.0,20.3,0.0,343.0,41516.44592639728
187,10.0,True,18.0,74.0,22.0,0.0,497.0,49749.07471056979
188,10.0,True,19.0,74.0,23.0,0.0,635.0,44144.0384710847
189,10.0,True,20.0,74.0,24.0,0.0,706.0,30419.170315029474
190,10.0,True,21.0,74.0,24.2,0.0,602.0,14619.620447257983
191,10.0,True,22.0,74.0,23.7,0.0,548.0,10009.590748112316
192,10.0,True,23.0,74.0,22.6,0.0,383.0,12014.439254045305
193,10.0,True,0.0,73.0,21.4,0.0,257.0,10151.642747225718
194,10.0,True,1.0,73.0,19.7,0.0,96.0,10135.243939058266
195,10.0,True,2.0,73.0,18.4,0.0,3.0,9444.208776761181
196,10.0,True,3.0,73.0,17.5,0.0,0.0,16233.415944764185
197,10.0,True,4.0,73.0,16.8,0.0,0.0,13384.932619639138
198,10.0,True,5.0,73.0,16.1,0.0,0.0,0.0
199,10.0,True,6.0,73.0,15.6,0.0,0.0,0.0
200,10.0,True,7.0,73.0,16.0,0.0,0.0,0.0
201,10.0,True,8.0,73.0,15.5,0.0,0.0,0.0
202,10.0,True,9.0,73.0,15.1,0.0,0.0,0.0
203,10.0,True,10.0,73.0,14.9,0.0,0.0,0.0
204,10.0,True,11.0,73.0,14.9,0.0,0.0,0.0
205,10.0,True,12.0,73.0,15.0,0.0,0.0,0.0
206,10.0,True,13.0,73.0,15.1,0.0,0.0,0.0
207,10.0,True,14.0,73.0,14.9,0.0,0.0,0.0
208,10.0,True,15.0,73.0,15.5,0.0,28.0,6157.960125420395
209,10.0,True,16.0,73.0,16.9,0.0,158.0,29119.683088054455
210,10.0,True,17.0,73.0,18.8,0.0,322.0,42062.566001599815
211,10.0,True,18.0,73.0,20.2,0.0,326.0,42520.49952001951
212,10.0,True,19.0,73.0,22.1,0.0,575.0,34246.968687875305
213,10.0,True,20.0,73.0,23.1,0.0,635.0,39045.0670944153
214,10.0,True,21.0,73.0,23.4,0.0,673.0,34148.7163250082
215,10.0,True,22.0,73.0,23.2,0.0,591.0,30207.496191349786
216,10.0,True,23.0,73.0,22.5,0.0,452.0,22132.566956210518
217,10.0,True,0.0,72.0,21.4,0.0,276.0,14718.937303176865
218,10.0,True,1.0,72.0,19.7,0.0,96.0,11298.314624709914
219,10.0,True,2.0,72.0,18.1,0.0,3.0,15788.431527265298
220,10.0,True,3.0,72.0,16.9,0.0,0.0,12383.747726489477
221,10.0,True,4.0,72.0,15.8,0.0,0.0,3925.300657165579
222,10.0,True,5.0,72.0,15.1,0.0,0.0,4747.103124372558
223,10.0,True,6.0,72.0,14.6,0.0,0.0,1706.813550687723
224,10.0,True,7.0,72.0,14.8,0.0,0.0,1706.813550687723
225,10.0,True,8.0,72.0,14.6,0.0,0.0,1706.813550687723
226,10.0,True,9.0,72.0,14.2,0.0,0.0,1706.813550687723
227,10.0,True,10.0,72.0,14.0,0.0,0.0,1706.813550687723
228,10.0,True,11.0,72.0,14.1,0.0,0.0,1706.813550687723
229,10.0,True,12.0,72.0,14.1,0.0,0.0,1706.813550687723
230,10.0,True,13.0,72.0,14.1,0.0,0.0,751.9461920529802
231,10.0,True,14.0,72.0,14.2,0.0,0.0,252.57582252706035
232,10.0,True,15.0,72.0,14.5,0.0,15.0,15092.750305764337
233,10.0,True,16.0,72.0,15.6,0.0,47.0,35804.7997654952
234,10.0,True,17.0,72.0,17.2,0.0,220.0,50608.33989299091
235,10.0,True,18.0,72.0,18.3,0.0,201.0,56998.721984077456
236,10.0,True,19.0,72.0,19.8,0.0,418.0,44288.27066665167
237,10.0,True,20.0,72.0,20.8,0.0,490.0,35071.60132853246
238,10.0,True,21.0,72.0,21.5,0.0,498.0,25485.144351283507
239,10.0,True,22.0,72.0,22.0,0.0,570.0,12437.765443774013
240,10.0,True,23.0,72.0,21.5,0.0,435.0,2886.356093610325
241,10.0,True,0.0,71.0,20.2,0.0,252.0,756.2552891396332
242,10.0,True,1.0,71.0,18.9,0.0,81.0,1721.3140295436172
243,10.0,True,2.0,71.0,17.4,0.0,2.0,4415.200957060249
244,10.0,True,3.0,71.0,16.4,0.0,0.0,12613.926769849615
245,10.0,True,4.0,71.0,15.6,0.0,0.0,14492.385758796025
246,10.0,True,5.0,71.0,14.8,0.0,0.0,1991.2007910459763
247,10.0,True,6.0,71.0,14.7,0.0,0.0,6566.970840880396
248,10.0,True,7.0,71.0,14.9,0.0,0.0,10556.002930141802
249,10.0,True,8.0,71.0,15.0,0.0,0.0,8054.097986618258
250,10.0,True,9.0,71.0,14.9,0.0,0.0,7671.03886970466
251,10.0,True,10.0,71.0,14.9,0.0,0.0,7671.03886970466
252,10.0,True,11.0,71.0,14.8,0.0,0.0,7671.03886970466
253,10.0,True,12.0,71.0,14.7,0.0,0.0,7671.03886970466
254,10.0,True,13.0,71.0,14.5,0.0,0.0,5319.744457245427
255,10.0,True,14.0,71.0,14.3,0.0,0.0,365.2858873200513
256,10.0,True,15.0,71.0,14.7,0.0,26.0,18409.42610487464
257,10.0,True,16.0,71.0,15.6,0.0,64.0,40930.91689330235
258,10.0,True,17.0,71.0,16.9,0.0,158.0,41478.832481335645
259,10.0,True,18.0,71.0,18.1,0.0,161.0,27797.650819902217
260,10.0,True,19.0,71.0,20.4,0.0,468.0,23225.758742730683
261,10.0,True,20.0,71.0,21.5,0.0,353.0,12979.68004851585
262,10.0,True,21.0,71.0,22.6,0.0,496.0,11315.605934434298
263,10.0,True,22.0,71.0,23.1,0.0,494.0,24072.094561967962
264,10.0,True,23.0,71.0,22.8,0.0,388.0,19896.465509064223
265,10.0,True,0.0,70.0,21.7,0.0,265.0,12198.869607160337
266,10.0,True,1.0,70.0,19.9,0.0,86.0,3761.0023602680612
267,10.0,True,2.0,70.0,18.2,0.0,2.0,4616.411049123686
268,10.0,True,3.0,70.0,17.3,0.0,0.0,0.0
269,10.0,True,4.0,70.0,16.5,0.0,0.0,0.0
270,10.0,True,5.0,70.0,15.6,0.0,0.0,0.0
271,10.0,True,6.0,70.0,14.8,0.0,0.0,0.0
272,10.0,True,7.0,70.0,14.1,0.0,0.0,0.0
273,10.0,True,8.0,70.0,13.5,0.0,0.0,0.0
274,10.0,True,9.0,70.0,13.0,0.0,0.0,0.0
275,10.0,True,10.0,70.0,12.5,0.0,0.0,0.0
276,10.0,True,11.0,70.0,12.3,0.0,0.0,0.0
277,10.0,True,12.0,70.0,12.0,0.0,0.0,0.0
278,10.0,True,13.0,70.0,12.1,0.0,0.0,0.0
279,10.0,True,14.0,70.0,12.1,0.0,0.0,485.65585774058576
280,10.0,True,15.0,70.0,14.2,0.0,49.0,2125.028205035765
281,10.0,True,16.0,70.0,19.6,0.0,208.0,8204.358177598962
282,10.0,True,17.0,70.0,23.0,0.0,394.0,14095.944260948758
283,10.0,True,18.0,70.0,24.9,0.0,541.0,13974.079263410475
284,10.0,True,19.0,70.0,26.6,0.0,647.0,12584.091332148184
285,10.0,True,20.0,70.0,28.0,0.0,693.0,15103.322472728762
286,10.0,True,21.0,70.0,28.7,0.0,638.0,17441.337774753876
287,10.0,True,22.0,70.0,28.3,0.0,503.0,11855.037408741502
288,10.0,True,23.0,70.0,27.2,0.0,405.0,9203.113649358027
289,10.0,True,0.0,69.0,25.9,0.0,179.0,8520.807338150087
290,10.0,True,1.0,69.0,23.8,0.0,67.0,8378.156420189041
291,10.0,True,2.0,69.0,21.5,0.0,1.0,7374.058466449044
292,10.0,True,3.0,69.0,19.3,0.0,0.0,218.00937274693584
293,10.0,True,4.0,69.0,17.8,0.0,0.0,0.0
294,10.0,True,5.0,69.0,16.8,0.0,0.0,0.0
295,10.0,True,6.0,69.0,16.6,0.0,0.0,0.0
296,10.0,True,7.0,69.0,16.6,0.8,0.0,0.0
297,10.0,True,8.0,69.0,16.2,1.0,0.0,0.0
298,10.0,True,9.0,69.0,16.0,1.0,0.0,0.0
299,10.0,True,10.0,69.0,15.9,0.4,0.0,0.0
300,10.0,True,11.0,69.0,15.8,0.1,0.0,0.0
301,10.0,True,12.0,69.0,15.8,0.0,0.0,0.0
302,10.0,True,13.0,69.0,15.8,0.1,0.0,0.0
303,10.0,True,14.0,69.0,15.8,0.3,0.0,0.0
304,10.0,True,15.0,69.0,16.1,0.6,1.0,0.0
305,10.0,True,16.0,69.0,16.6,0.8,8.0,0.0
