,_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
2409,5e1bc823f9af8b45cfdfcc4b,,,2_39_79_380_2019-12-27 17:21:50.811622,2-39-79-380,CA-489,0002,0039,"Fri, 27 Dec 2019 17:21:51 GMT","Fri, 27 Dec 2019 19:30:23 GMT",0.836,"Fri, 27 Dec 2019 17:52:18 GMT",America/Los_Angeles
2410,5e1bc823f9af8b45cfdfcc4c,"[{'userID': 798, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 109, 'modifiedAt': 'Fri, 27 Dec 2019 17:47:55 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 27 Dec 2019 19:36:02 GMT', 'kWhRequested': 8.0}]",000000798,2_39_139_28_2019-12-27 17:47:02.458560,2-39-139-28,CA-303,0002,0039,"Fri, 27 Dec 2019 17:47:02 GMT","Fri, 27 Dec 2019 19:31:09 GMT",7.369,"Fri, 27 Dec 2019 19:10:19 GMT",America/Los_Angeles
2411,5e1bc823f9af8b45cfdfcc4d,"[{'userID': 751, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 590, 'modifiedAt': 'Fri, 27 Dec 2019 17:47:14 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 28 Dec 2019 03:37:04 GMT', 'kWhRequested': 8.0}]",000000751,2_39_79_379_2019-12-27 17:47:03.610227,2-39-79-379,CA-327,0002,0039,"Fri, 27 Dec 2019 17:47:04 GMT","Sat, 28 Dec 2019 00:56:32 GMT",1.701,"Fri, 27 Dec 2019 18:14:23 GMT",America/Los_Angeles
2412,5e1bc823f9af8b45cfdfcc4e,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 215, 'modifiedAt': 'Fri, 27 Dec 2019 18:09:05 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 27 Dec 2019 21:43:38 GMT', 'kWhRequested': 8.0}]",000000891,2_39_78_360_2019-12-27 18:08:38.243155,2-39-78-360,CA-322,0002,0039,"Fri, 27 Dec 2019 18:08:38 GMT","Sun, 29 Dec 2019 21:58:26 GMT",6.032,"Fri, 27 Dec 2019 20:08:20 GMT",America/Los_Angeles
2413,5e1bc823f9af8b45cfdfcc4f,"[{'userID': 1095, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 234, 'modifiedAt': 'Fri, 27 Dec 2019 19:03:49 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 27 Dec 2019 22:57:25 GMT', 'kWhRequested': 16.0}]",000001095,2_39_79_377_2019-12-27 19:03:24.680130,2-39-79-377,CA-325,0002,0039,"Fri, 27 Dec 2019 19:03:25 GMT","Fri, 27 Dec 2019 23:10:14 GMT",11.091,"Fri, 27 Dec 2019 20:54:24 GMT",America/Los_Angeles
2414,5e1bc823f9af8b45cfdfcc50,"[{'userID': 1920, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 99, 'modifiedAt': 'Fri, 27 Dec 2019 19:37:32 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 27 Dec 2019 21:15:36 GMT', 'kWhRequested': 16.0}]",000001920,2_39_129_17_2019-12-27 19:36:36.101171,2-39-129-17,CA-307,0002,0039,"Fri, 27 Dec 2019 19:36:36 GMT","Fri, 27 Dec 2019 22:14:06 GMT",2.336,"Fri, 27 Dec 2019 20:29:04 GMT",America/Los_Angeles
2415,5e1bc823f9af8b45cfdfcc51,"[{'userID': 2290, 'milesRequested': 30, 'WhPerMile': 600, 'minutesAvailable': 428, 'modifiedAt': 'Fri, 27 Dec 2019 20:31:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 28 Dec 2019 03:35:10 GMT', 'kWhRequested': 18.0}]",000002290,2_39_139_28_2019-12-27 20:27:10.279043,2-39-139-28,CA-303,0002,0039,"Fri, 27 Dec 2019 20:27:10 GMT","Fri, 27 Dec 2019 21:52:53 GMT",6.87,"Fri, 27 Dec 2019 21:37:18 GMT",America/Los_Angeles
2416,5e1d199bf9af8b4a70d95a08,"[{'userID': 3424, 'milesRequested': 70, 'WhPerMile': 295, 'minutesAvailable': 568, 'modifiedAt': 'Sat, 28 Dec 2019 17:05:51 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 29 Dec 2019 02:33:35 GMT', 'kWhRequested': 20.65}]",000003424,2_39_138_29_2019-12-28 17:05:34.786511,2-39-138-29,CA-304,0002,0039,"Sat, 28 Dec 2019 17:05:35 GMT","Sat, 28 Dec 2019 18:30:02 GMT",9.684,"Sat, 28 Dec 2019 18:29:58 GMT",America/Los_Angeles
2417,5e1d199bf9af8b4a70d95a09,,,2_39_79_380_2019-12-28 17:20:19.161919,2-39-79-380,CA-489,0002,0039,"Sat, 28 Dec 2019 17:20:19 GMT","Sat, 28 Dec 2019 19:51:58 GMT",0.861,"Sat, 28 Dec 2019 19:52:57 GMT",America/Los_Angeles
2418,5e1d199bf9af8b4a70d95a0a,"[{'userID': 3389, 'milesRequested': 10, 'WhPerMile': 400, 'minutesAvailable': 190, 'modifiedAt': 'Sat, 28 Dec 2019 19:52:32 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 28 Dec 2019 23:02:02 GMT', 'kWhRequested': 4.0}]",000003389,2_39_79_380_2019-12-28 19:52:02.110186,2-39-79-380,CA-489,0002,0039,"Sat, 28 Dec 2019 19:52:02 GMT","Sat, 28 Dec 2019 21:02:23 GMT",1.465,"Sat, 28 Dec 2019 20:31:22 GMT",America/Los_Angeles
