,0,1,2,3,4,5,6,7
0,Month,Weekday,Second,Days from solstice,Temperature,Precipitation,Solar irradiance,KWH supplied
407,10,2,79200,65,28.1,0.0,569.0,22.796911843916185
408,10,2,82800,65,27.8,0.0,428.0,23.60071859670139
409,10,3,0,64,26.3,0.0,250.0,18.325835217867155
410,10,3,3600,64,23.7,0.0,74.0,12.143498591095168
411,10,3,7200,64,21.2,0.0,0.0,12.741954447333613
412,10,3,10800,64,19.5,0.0,0.0,13.125775362685387
413,10,3,14400,64,17.4,0.0,0.0,12.16055616735349
414,10,3,18000,64,15.4,0.0,0.0,8.891029303463933
415,10,3,21600,64,14.1,0.0,0.0,7.486255615045099
416,10,3,25200,64,13.4,0.0,0.0,6.682842571566838
417,10,3,28800,64,12.7,0.0,0.0,6.682842571566838
418,10,3,32400,64,12.1,0.0,0.0,1.5296284108252987
419,10,3,36000,64,11.6,0.0,0.0,0.0
420,10,3,39600,64,11.3,0.0,0.0,0.0
421,10,3,43200,64,11.2,0.0,0.0,0.0
422,10,3,46800,64,11.3,0.0,0.0,0.0
423,10,3,50400,64,11.2,0.0,0.0,2.3342039968855435
424,10,3,54000,64,12.3,0.0,43.0,15.697884865963482
425,10,3,57600,64,17.7,0.0,202.0,43.35015992335371
426,10,3,61200,64,23.9,0.0,384.0,61.71819785871024
427,10,3,64800,64,26.2,0.0,536.0,31.369522500188186
428,10,3,68400,64,27.6,0.0,636.0,18.10453778983603
429,10,3,72000,64,28.8,0.0,676.0,31.53032901775279
430,10,3,75600,64,29.7,0.0,651.0,16.986644295146323
431,10,3,79200,64,30.0,0.0,563.0,15.049570257715253
432,10,3,82800,64,29.7,0.0,421.0,9.491649582977457
433,10,4,0,63,28.4,0.0,244.0,3.96274873360863
434,10,4,3600,63,26.2,0.0,70.0,1.5155511778623598
435,10,4,7200,63,23.9,0.0,0.0,0.911
436,10,4,10800,63,22.0,0.0,0.0,0.0
437,10,4,14400,63,19.9,0.0,0.0,0.0
438,10,4,18000,63,17.6,0.0,0.0,0.0
439,10,4,21600,63,16.1,0.0,0.0,0.0
