,0
269,130.28706136974398
270,129.86699536239598
271,129.4969572210046
272,129.16982309982603
273,128.8784691531165
274,128.58711520640696
275,128.47593767134055
276,128.4746517382772
277,128.43439678249985
278,129.01388464637793
279,135.3811644344982
280,151.85660755990637
281,169.22065481248012
282,182.88554163117198
283,192.00362174935344
284,193.9601905015278
285,188.07554521793935
286,176.27191919846547
287,167.4632346616049
288,150.66622405261495
289,140.33224865702658
290,133.50685039494797
291,132.2642197757719
292,131.4302758432601
293,130.93692249406644
294,130.75290907076396
295,133.20144755497427
296,133.59189630491218
297,133.40788288160974
298,131.32158206624098
299,130.24034348152938
300,129.91296448824423
301,130.33969335930595
302,131.44971796535185
303,134.26026348466502
304,136.94645580743858
305,141.77414761266766
306,143.63066041804538
307,142.11489897632143
308,142.175622650882
309,139.61080053953324
310,138.20858590393732
311,148.2595431982643
312,148.0561287026212
313,137.04382242300306
314,131.70224957626584
315,131.11080097411354
316,130.74761353082565
317,130.42411635807736
318,130.16854258583686
319,130.1276498604105
320,129.90785626263897
321,129.79540318827458
322,129.68295011391012
323,129.71436255618323
324,129.53010085996027
325,129.59803829546377
326,130.20640244180967
327,132.92401495775897
328,137.46290665324926
329,152.49208135976934
330,154.92130945317325
331,161.01041433481208
332,152.57914027764946
333,174.3334918688397
334,168.7838969845894
335,167.98070391800394
336,154.34597363999154
337,139.9635058518104
338,132.61784995668302
339,131.84633341344835
340,131.2625517750776
341,130.84028251646862
342,130.43021864383624
343,130.39718418124068
344,130.02641162276228
345,129.69927750158374
346,129.4437037293432
347,129.2955837449955
348,129.1116269539359
349,129.21430798432854
350,129.89026465762566
351,135.979245261211
352,151.53526574084717
353,171.67494388303564
354,184.92723040344111
355,193.5944983162719
356,195.16414990257496
357,192.3358723798686
358,184.44085674637205
359,170.99983212065968
360,158.2758800111576
361,141.8523292890892
362,133.72640541796255
363,131.73262789536423
364,130.3868916237501
365,129.68383946039734
366,129.29646789754375
367,129.1124544742413
368,128.85688070200078
369,128.6370871042293
370,128.41729350645778
371,128.1617197342173
372,128.11806713720304
373,128.0042341270447
374,128.87292690090393
375,134.2117800465258
376,150.98257786154844
377,170.2836975560316
378,184.4479297843733
379,192.69488183266293
380,195.10268072932456
381,192.09238804960995
382,183.82350428314436
383,171.26389176989304
384,158.4278405353581
385,142.44233397157308
386,134.79625143967462
387,133.48924246585744
388,132.10979647625732
389,131.16178264328315
390,130.48842849173775
391,130.0181736726831
392,129.65525937703552
393,129.32812525585697
394,129.03677130914744
395,128.92391929330984
396,128.7756860444764
397,128.94841052193567
398,129.69149010304236
399,135.11549750023084
400,151.46486157508662
401,170.60243988275172
402,183.94575993052274
403,191.3466056282721
404,193.87431971757445
405,190.87299592977695
406,182.57864086026623
407,170.44793685279035
408,157.71990678785272
409,142.0163197707237
410,134.53765372743385
411,133.5375785005981
412,132.4502544131859
413,131.56632601214142
414,130.98074897863688
415,130.60187130090372
416,130.23895700525614
417,129.9118228840776
418,129.6538220050009
419,129.40067533959655
420,129.41920742892734
421,129.50929986719618
422,129.92806876812114
423,134.6693422657319
424,152.00618590997956
425,169.87125072012105
426,184.2933802920661
427,191.85731335343428
428,194.23611135379545
429,190.6662981751838
430,182.8541078938574
431,170.95763238646356
432,158.33878824052698
433,142.59626451538148
434,135.66000476609113
435,134.508590653404
436,133.5494724783667
437,132.59208736733245
438,131.92094365205037
439,131.65071119722163
440,131.3593572505121
441,131.1395636527406
442,130.84820970603107
443,130.55685575932154
444,130.48239273067873
445,130.33504343034633
446,130.87591495568523
447,136.0445991827978
448,152.61888904315197
449,170.79160906292088
450,184.89263558166664
451,193.45364410070152
452,195.28391084596234
453,191.83700393700485
454,183.27606758273447
455,171.52641535483448
456,159.09045397822314
457,143.59640503379617
458,136.6772127684029
459,135.5726650318983
460,134.34757060445241
461,133.3684078812476
462,132.67617774270335
463,132.3417493488493
464,131.87149452979466
465,131.47280005967806
466,131.1456659384995
467,130.92670803398636
468,130.88832238833498
469,131.14202799124422
470,131.54386845157956
471,136.67731144362554
472,153.0053409902849
473,171.78655578396132
474,183.6771152797494
475,192.6587155253236
476,195.06907096434804
477,191.1228199662864
478,184.3159525455394
479,171.46656774917213
480,158.16995335620132
481,142.7951884297529
482,136.25346580347247
483,135.68171363853463
484,134.65857849323663
485,133.91618705494847
486,133.25258109824847
487,132.85388662813187
488,132.31207146013918
489,131.9491571644916
490,131.66008699620477
491,131.36873304949523
492,131.07966288120838
493,131.2070124163078
494,131.6365897961183
495,136.46734286018284
496,153.10077575387925
497,169.089391448259
498,182.55020268945736
499,189.86080586362806
500,192.49986176656185
501,189.46200844880764
502,180.64186748748796
503,165.36560425288314
504,155.90603639891287
505,141.27923981757888
506,135.347840991008
507,134.43895805733982
508,133.94919055822456
509,133.3641657725157
510,132.9059941902745
511,132.82932129037908
512,132.53796734366955
513,132.210833222491
514,131.74057840343636
515,131.417767201014
516,131.24672253398006
517,131.40634527467972
518,132.3452184616831
519,135.64261828991405
520,147.1533805065738
521,162.39056841205814
522,178.97564896386828
523,187.90111808607625
524,192.65513498225113
525,188.53650031376532
526,179.98372319664628
527,168.22011709821572
528,154.3117626743508
529,140.3931314873485
530,135.19054280153108
531,134.48554490831265
532,133.99017463888256
533,133.55289434376306
534,133.18254344816827
535,132.69741542921923
536,132.3702813080407
537,132.04314718686214
538,131.7517932401526
539,131.5686155101085
540,131.49528538324643
541,131.35039490744634
542,131.78968692876742
543,136.00225724529565
544,149.54582932656717
545,167.12085375345555
546,182.26700639555972
547,188.79939135565627
548,191.98426408736913
549,189.3129900422028
550,180.13986844421032
551,168.38088633663864
552,156.48899132307173
553,141.89164160797682
554,135.9429319768924
555,135.0881925111218
556,134.45009294381282
557,133.887892050688
558,133.39356613180428
559,133.3168932319089
560,132.91819876179227
561,132.59106464061372
562,132.37127104284224
563,132.2251077299995
564,132.12300433558872
565,132.13445127255716
566,132.5181895061509
567,136.31022136431596
568,149.86912139472224
569,165.33652678603767
570,182.44905464178595
571,186.24922132196494
572,192.81688608604668
573,189.15405918607604
574,179.72835549796184
575,168.11678481819797
576,155.70568475203805
577,141.49481785569162
578,136.03210284675254
579,135.28490964028498
580,134.6928770422438
581,134.02597444949834
582,133.54790166639663
583,133.14920719628003
584,132.82207307510146
585,132.53071912839192
586,132.2393651816824
587,132.16603505482033
588,131.83639385386675
589,132.05682636208198
590,132.56935011885778
591,136.02011564276165
592,147.9876342319721
593,165.10542536057832
594,181.91142587039104
595,188.74846476681097
596,192.50341462644303
597,188.77498681427124
598,181.08730696235273
599,167.97074579778143
600,156.00066502159456
601,141.79281585477028
602,136.55017305612893
603,135.84081142691053
604,135.15732105898564
605,134.4829318759414
606,133.9169182478031
607,133.49050975659935
608,133.08374913310087
609,132.79303295604032
610,132.46526106521276
611,132.2461052370903
612,132.1713456461419
613,132.71505333555095
614,132.6415692839006
615,136.76184440416966
616,150.42965697518514
617,170.03712281177627
618,183.9106618788096
619,190.75457596422723
620,193.3858431278644
621,190.196735423559
622,182.02882593317753
623,169.17549308261266
624,157.4087184683974
625,142.92675376399808
626,137.75028603913597
627,136.9285924549623
628,136.17573318858578
629,135.33621948426944
630,134.68706379286968
631,134.21680897381503
632,133.77478728472855
633,133.44765316354997
634,133.12051904237143
635,132.8649452701309
636,132.7556810440115
637,132.6815592227121
638,133.0815084445961
639,137.02224492287104
640,153.22041885756346
641,169.5984501387477
642,183.8362569220044
643,192.3388357598477
644,192.67142285120514
645,189.6873928615552
646,181.4727664540143
647,168.88635069287312
648,156.77297401919012
649,142.51353063738068
650,137.41023568680777
651,136.64130375378085
652,135.88014478381788
653,135.19209871004122
654,134.583391061678
655,134.47093798731356
656,134.00068316825892
657,133.60198869814232
658,133.23907440249474
659,133.12853463707734
660,132.9822146971909
661,132.69022298083235
662,133.23584397918842
663,136.1128290064999
664,149.115902526203
665,161.8965160423159
666,170.31682228686088
667,184.00210780858504
668,182.24873564442493
669,176.4640880827289
670,161.71313938429944
671,153.9902419694822
672,148.1705515012998
673,140.51095323198285
674,137.19409732964326
675,136.49259767515204
676,135.6293263953851
677,134.9660848175765
678,134.60317052192892
679,134.3390321261537
680,134.01189800497517
681,133.68476388379662
682,133.35762976261805
683,132.9231551180324
684,132.6275828876378
685,132.78309197972342
686,133.01016142074712
687,135.77103127789493
688,148.10549706643104
689,166.39610968439638
690,181.4906565351733
691,184.10351358664772
692,190.53119037438245
693,186.96851531286495
694,177.64713648994604
695,166.17051665541493
696,153.92901223207292
697,140.98656717321458
698,136.55560026471738
699,135.7286172734728
700,135.1015738302546
701,134.6627608604229
702,134.35535951382732
703,134.13556591605584
704,133.91577231828433
705,133.58863819710578
706,133.2257239014582
707,132.79310773973225
708,132.428334961225
709,132.36095447562792
710,133.1141905198233
711,136.12713266465195
712,147.34356213581566
713,163.75394202093923
714,176.02988375122868
715,186.40662398914412
716,189.84486897510078
717,189.67963379385645
718,180.05005507117784
719,167.54739577834607
720,155.4756507647615
721,141.78805175070445
722,137.17698472107227
723,136.22228332684486
724,135.37854506627042
725,134.64596848198994
726,134.19561359793374
727,133.93209970595794
728,133.53340523584131
729,133.24205128913178
730,133.0222576913603
731,132.8781643145083
732,132.69622082719656
733,132.74551787462474
734,133.4361968638779
735,136.34812551090528
736,149.78335062992957
737,169.23466339867178
738,182.6461922066629
739,189.8504635816505
740,192.1950287866253
741,187.80406245655655
742,180.03002137417315
743,168.24282985040617
744,161.24692163632295
745,147.74892319386043
746,143.28306426871984
747,142.2054530953739
748,141.07122738571292
749,140.3210721406281
750,139.9500054225785
751,139.61471887899796
752,139.25180458335038
753,138.96045063664084
754,138.6690966899313
755,138.48552524087935
756,138.33817594054696
757,138.44438168125134
758,138.69503404258342
759,142.61213672644143
760,156.6141031300607
761,173.96099506998928
762,187.23759170726532
763,194.42845784203828
764,195.969615808213
765,193.67650874022138
766,183.77480022126608
767,167.42823664298365
768,154.08296820116826
769,147.23138305101568
770,144.24160847788465
771,143.25177201418103
772,142.1082346232302
773,141.37974152909928
774,140.9191325475564
775,140.52043807743976
776,140.15752378179218
777,139.90195000955168
778,139.68215641178017
779,139.4623628140087
780,139.42724043295675
781,139.87745652531248
782,140.10433605429247
783,143.50619555041536
784,157.02521137347782
785,175.06631626256132
786,187.98695107469035
787,195.40372997242122
788,197.92704920999708
789,194.31525398377386
790,186.2840311139392
791,174.25785902789227
792,162.0715172474549
793,148.40872845026195
794,144.3733513303216
795,143.4040695721317
796,142.64541919090172
797,142.00677566862555
798,141.32392930343187
799,140.96101500778428
800,140.49076018872967
801,140.020505369675
802,139.6575910740274
803,139.36623712731787
804,139.25629113272848
805,139.51083242889604
806,140.3878434764288
807,143.3225907279637
808,157.7345915779406
809,175.4829653629314
810,188.21814143436168
811,195.67504596150877
812,197.33227201231838
813,194.03329974044098
814,186.1541071127104
815,173.90296388758975
816,161.81168484320153
817,148.80596654866955
818,144.8388680015434
819,143.82430986774506
820,142.82320161333712
821,141.99254038824614
822,141.47544689034817
823,141.2226910657837
824,140.85977677013614
825,140.6042029978956
826,140.45438916678518
827,140.27195632575967
828,140.18896109675643
829,140.24434481879834
830,140.71012364714494
831,142.00351348232374
832,149.9091793882492
833,158.20836772891826
834,165.54884746390684
835,176.20619181666
836,174.74787498832217
837,168.15571461352545
838,169.67352006586788
839,166.4699172735946
840,158.8409420895209
841,146.84265737152393
842,143.77339615360776
843,142.81276148309465
844,142.08666573399296
845,141.50907039153122
846,140.98855723217414
847,140.98344468121678
848,140.6563105600382
849,140.2576160899216
850,139.78736127086697
851,139.46333448959012
852,139.13723614837878
853,139.28456631500262
854,140.09354788151185
855,142.36937458313608
856,152.31546090800046
857,162.6561130641889
858,182.42656259807686
859,191.53402775986262
860,192.6593883627155
861,191.00983154439243
862,182.95241569147947
863,170.74266539864252
864,158.49315642364098
865,146.20020113138105
866,142.653212936077
867,142.0714704601652
868,141.6123482419197
869,141.1552995903993
870,140.7923852947517
871,140.70841812218083
872,140.4170641754713
873,140.1614904032308
874,139.9023724357645
875,139.61456268428074
876,139.4270050657525
877,139.72653133109847
878,140.21947347190383
879,141.78228883191085
880,151.00367823552656
881,164.48063828833273
882,179.93199139254912
883,188.14034020400175
884,192.5569772726513
885,189.92149131734706
886,180.44707138317904
887,170.17822416984575
888,158.65488914518608
889,146.35406115450638
890,142.94987150419044
891,142.1585202464734
892,141.57950821849744
893,141.25536926126802
894,140.90364638219955
895,140.82697348230417
896,140.57139971006364
897,140.35160611229213
898,140.13181251452067
899,139.91346150284278
900,139.65788773060225
901,139.9548850224267
902,140.40365852868885
903,143.22622095498963
904,153.5887225886551
905,164.48647902506949
906,178.47496676879422
907,189.0221659166781
908,192.35099130032876
909,188.87706686208105
910,181.12730886329484
911,167.73715429619662
912,157.64419411738
913,146.00452787572934
914,143.03501703847027
915,142.16846400657857
916,141.68326337490095
917,141.21436758802736
918,140.9230136413178
919,140.94552884242748
920,140.79729559359401
921,140.64906234476058
922,140.321928223582
923,139.8874535789964
924,139.34537245002159
925,139.37484324911372
926,140.0824086167335
927,142.7440516847541
928,150.69888795633034
929,163.50153025685137
930,181.62627840321298
931,189.67567433195424
932,192.01085344224904
933,191.50717094313524
934,184.32678128731038
935,171.59959737865438
936,160.47167048884756
937,147.98378856589335
938,144.53904846489922
939,143.59445299298605
940,142.94828549735456
941,142.36239558535033
942,141.85636059182664
943,141.5650066451171
944,141.0231914771244
945,140.48137630913172
946,139.97534131560803
947,139.5050864965534
948,139.3758848129102
949,139.12574863072402
950,139.56859389946948
951,142.09905817023073
952,156.4513635776717
953,174.6128787432434
954,187.573976313694
955,196.2987450137646
956,199.0909720991613
957,195.34824640885188
958,186.61634691795248
959,174.22893540407827
960,161.9544334040192
961,148.52346385033283
962,144.60718579534176
963,143.040168465444
964,142.16647908478558
965,141.40876803667118
966,140.7941701944722
967,140.75327746904583
968,140.3188028244602
969,139.9558885288126
970,139.59297423316502
971,139.37072100093587
972,139.18301812594686
973,138.9965450681867
974,139.91568344211228
975,142.20914867850334
976,155.99365997971873
977,173.45999423745627
978,187.67035494605693
979,194.7826878555873
980,197.25567246736074
981,193.4305890535574
982,185.51861756041347
983,173.4888650633296
984,160.59081506244377
985,147.28424849108532
986,144.1804676143213
987,143.2473182996613
988,142.37787026037967
989,141.56188124599527
990,140.99172250348073
991,141.2087275992847
992,140.54469870799056
993,139.96710336552886
994,139.42528819753616
995,139.02659372741957
996,138.73348647321995
997,138.75012763681116
998,139.24489824559794
999,141.78504587715616
1000,154.56330676557167
1001,172.7236290161367
1002,185.26432591294395
1003,195.27266742313373
1004,196.3342781390274
1005,193.19080515722902
1006,184.97975634269545
1007,172.5263752578707
1008,160.61599714712975
1009,147.92853532632907
1010,144.35899638587276
1011,142.991565336579
1012,142.30088876400816
1013,141.5240653345987
1014,141.03879078166057
1015,140.84726749141635
1016,140.4843531957688
1017,140.1214389001212
1018,139.83008495341164
1019,139.71560688089542
1020,139.495307033586
1021,139.45188306046987
1022,140.53671843561014
1023,142.02429037303835
1024,154.5274824646335
1025,173.3693838535575
1026,186.54761353802166
1027,193.90828524233814
1028,196.49299681270594
1029,192.85858383763838
1030,185.04074017862615
1031,172.65742978474654
1032,161.06200677968116
1033,147.96586032153465
1034,144.49080231963984
1035,143.3000697564686
1036,142.3783564689433
1037,141.7499612181291
1038,141.18561644931117
1039,141.0373832004777
1040,140.67446890483012
1041,140.31155460918256
1042,140.02123644244026
1043,139.69410232126168
1044,139.44060010895564
1045,139.47851819223794
1046,139.9571919487881
1047,141.92833245684525
1048,153.56588786240732
1049,171.62373596075588
1050,184.5885391761263
1051,189.9789347627812
1052,191.91362973222695
1053,186.91391242168754
1054,170.5705843898528
1055,157.40230452826455
1056,152.5680304408127
1057,146.96585372955508
1058,145.10797454302252
1059,143.99834956550436
1060,143.07851374471454
1061,142.44180399835767
1062,141.96377110282765
1063,141.72842135210539
1064,141.58018810327195
1065,141.43195485443852
1066,141.24794143113604
1067,141.02814783336453
1068,140.9871221274471
1069,141.37346380779206
1070,141.68824513919895
1071,143.09641095773773
1072,153.2471953029299
1073,172.613542318824
1074,185.98763500754143
1075,193.63408385189746
1076,195.20537028980584
1077,192.65177286036945
1078,184.42812137957372
1079,172.79611622609914
1080,161.08073492337599
1081,149.13932239646604
1082,145.92626682642026
1083,144.7107804140748
1084,143.50736640721493
1085,142.83112478763783
1086,142.46821049199025
1087,142.1332181079809
1088,141.7703038123333
1089,141.40738951668573
1090,141.1160355699762
1091,140.8245486427756
1092,140.67591645246898
1093,140.59857865011827
1094,141.09172893190603
1095,143.17007234174895
1096,153.82534392141258
1097,168.54238047774612
1098,184.3001394652606
1099,193.4307043526392
1100,194.63896254124774
1101,189.44782800905506
1102,180.9848213383223
1103,167.73290029596006
1104,158.43904300141645
1105,148.5327509146114
1106,146.07867999190736
1107,145.05332705752494
1108,144.08051741953105
1109,143.2481225305401
1110,142.68624811268984
1111,142.35911399151126
1112,142.03197987033272
1113,141.70484574915415
1114,141.48844244006384
1115,141.19369820467313
1116,140.90912483532594
1117,141.12698690956904
1118,141.4589700845816
1119,143.22908782998044
1120,150.8758531540399
1121,168.61682923786057
1122,180.5692688865049
1123,190.6126749198109
1124,195.46763345886347
1125,188.92213491746276
1126,181.44185000906498
1127,168.689353333501
1128,158.4644497017935
1129,147.95080294670464
1130,145.22969949111555
1131,144.4463035175278
1132,143.81666017353052
1133,143.21173849962798
1134,142.7690232983441
1135,142.69235039844872
1136,142.36521627727018
1137,142.10964250502965
1138,141.9276990177179
1139,141.92258646676055
1140,142.03309418317315
1141,142.11403153308893
1142,142.27480897590564
1143,144.2311320423252
1144,152.12091332080644
1145,165.29754776406986
1146,182.69507881984174
1147,181.00245812547314
1148,186.72920423588346
1149,180.8714761500995
1150,171.17281104462882
1151,166.50169246926993
1152,156.26616719273534
1153,146.99329838988643
1154,144.9648990816897
1155,144.18316365951927
1156,143.59033573580737
1157,143.04347272634195
1158,142.6089980817563
1159,142.81090575857203
1160,142.44799146292445
1161,142.1208573417459
1162,141.75794304609832
1163,141.5023692738578
1164,141.32495336738668
1165,141.52018361847632
1166,141.89926287953463
1167,143.84850775654593
1168,149.3697185442934
1169,158.4457381483718
1170,171.51067730764265
1171,189.58289449427156
1172,191.90958223498848
1173,190.39805903158074
1174,182.79998143464434
1175,170.97191892611693
1176,159.26589945698595
1177,148.50754131318322
1178,146.48683542938258
1179,145.41098908315433
1180,144.41062968919346
1181,143.63467871949337
1182,143.29237541434293
1183,143.03680164210243
1184,142.67388734645482
1185,142.31097305080726
1186,142.01961910409773
1187,141.7282651573882
1188,141.66629252485558
1189,141.67588024126098
1190,142.8500148493864
1191,144.59404251830733
1192,147.35379897604477
1193,155.38142051500512
1194,159.52687350614733
1195,163.30283242548057
1196,163.9216052215353
1197,161.7215488345164
1198,154.8277333373032
1199,149.74749893708378
1200,148.9646346272287
1201,147.1943102192069
1202,146.49050186492548
1203,145.52863159165253
1204,144.88792974328095
1205,144.32702880054563
1206,143.8045126936255
1207,143.12781738445494
1208,142.7208823576401
1209,142.3221878875235
1210,141.99505376634494
1211,141.73947999410444
1212,141.56296672344888
1213,141.57785457955003
1214,141.85820396222823
1215,144.10669425625298
1216,154.95794356185843
1217,170.87302740089115
1218,182.36768959547936
1219,191.42959811047976
1220,192.58225874757989
1221,189.19674320070826
1222,182.84470832547277
1223,170.85983854670027
1224,159.45887662560438
1225,148.17816685937728
1226,145.77039331342107
1227,144.98868173596438
1228,144.44004118782857
1229,143.8082756883911
1230,143.31480508777543
1231,143.0592313155349
1232,142.73209719435636
1233,142.51230359658484
1234,142.32829017328237
1235,142.10849657551088
1236,141.99825337239906
1237,141.89066201479037
1238,142.36085713969229
1239,143.68786804207656
1240,152.26148975469124
1241,167.48329166847125
1242,179.18054253491016
1243,186.93159653799268
1244,188.24350310141455
1245,186.76622569521467
1246,177.72628113711824
1247,166.67039525269763
1248,154.55296658808751
1249,146.70934676759467
1250,145.79247420350185
1251,145.27607457743804
1252,146.17461462672432
1253,145.39535010691841
1254,144.43619502389936
1255,144.5814627088618
1256,145.00043209522505
1257,146.43147497736868
1258,148.47276020722168
1259,154.35440039567624
1260,145.99330517490398
1261,143.88097426187736
1262,143.921157164579
1263,144.99764431501143
1264,147.71515292801067
1265,157.33640749700965
1266,168.9964103210042
1267,182.0709600941271
1268,177.98927351751425
1269,175.68874269040475
1270,170.53449231954372
1271,161.3176490294195
1272,154.19857625563216
1273,147.04997441540155
1274,145.26411835787925
1275,144.6559306129982
1276,144.1908149996406
1277,143.89608348215228
1278,143.6592563314291
1279,143.61836360600273
1280,143.5059105316383
1281,143.28611693386682
1282,143.28100438290946
1283,143.20310166578523
1284,143.16097912313
1285,143.5322310501281
1286,143.6579410247584
1287,145.0850437009213
1288,152.18593174907232
1289,163.6931716273458
1290,169.669089742592
1291,167.4968220338506
1292,171.99900335211322
1293,177.115140740431
1294,171.5813629755562
1295,165.5459000729645
1296,156.68964175275505
1297,147.864755606918
1298,145.94225485801385
1299,145.22294757043073
1300,144.58106577589152
1301,144.11444790526713
1302,143.77781169155242
1303,143.8084793150641
1304,143.62446589176162
1305,143.44045246845917
1306,143.0775381728116
1307,142.92930492397812
1308,142.77043908946732
1309,142.99486081064944
1310,143.50552392758377
1311,144.2647231264059
1312,151.35996621954627
1313,163.596644269627
1314,172.45369488776635
1315,175.22649359413595
1316,169.5952691838543
1317,164.62431404719075
1318,168.24475582377136
1319,164.098579025457
1320,154.85900268358006
1321,148.39194496140541
1322,146.37690265244473
1323,145.42011625859118
1324,144.8375296403342
1325,144.4344968449715
1326,144.01173127502582
1327,143.9628148496564
1328,143.67146090294688
1329,143.41588713070638
1330,143.1960935329349
1331,143.01208010963242
1332,142.9576203571482
1333,143.0440201313637
1334,143.43209093521364
1335,144.85411655450957
1336,153.21416187311308
1337,163.63254491585363
1338,171.90069648807213
1339,178.62401424140174
1340,182.54135975139778
1341,174.39664100431415
1342,173.7564317492014
1343,166.02862439100443
1344,159.62908618791948
1345,149.9936324923984
1346,147.4058549648879
1347,146.0694321954439
1348,145.36871536142507
1349,144.91845974868937
1350,144.48800479963163
1351,144.36761160553192
1352,144.11203783329142
1353,143.8206838865819
1354,143.52932993987235
1355,143.34321307136207
1356,143.15709620285185
1357,143.07516468993697
1358,144.03613845557985
1359,145.24596181686297
1360,153.44288540356968
1361,170.4065152255602
1362,183.66982178496255
1363,190.58971142858024
1364,193.4465027184456
